1,96.203,-35.105,-100.78
1,93.693,-32.523,-101.3
1,92.375,-30.647,-100.71
1,92.68,-31.079,-100.9
1,92.986,-31.511,-101.1
1,93.7,-32.411,-101.42
1,93.787,-32.496,-101.43
1,94.734,-33.327,-101.4
1,94.918,-33.489,-101.4
1,95.683,-34.163,-101.39
1,96.197,-34.588,-101.34
1,96.607,-34.91,-101.28
1,97.469,-35.429,-100.97
1,98.317,-35.896,-100.61
1,98.64,-36.096,-100.5
1,98.489,-35.83,-100.83
1,94.971,-33.204,-101.69
1,93.109,-31.069,-101.54
1,92.002,-29.262,-100.81
1,96.2,-33.938,-102.04
1,98.078,-35.119,-101.72
1,92.043,-29.043,-101.03
1,92.232,-29.345,-101.2
1,92.564,-29.876,-101.48
1,93.194,-30.746,-101.86
1,93.399,-30.983,-101.92
1,94.012,-31.683,-102.11
1,94.421,-32.087,-102.16
1,95.09,-32.712,-102.19
1,95.39,-33.001,-102.21
1,96.216,-33.757,-102.23
1,96.347,-33.868,-102.22
1,97.243,-34.511,-102.02
1,98.062,-35.055,-101.79
1,98.124,-35.1,-101.78
1,98.982,-35.601,-101.45
1,99.799,-35.954,-100.98
1,92.721,-29.397,-101.95
1,91.989,-27.537,-101.17
1,92.334,-28.307,-101.74
1,92.81,-29.124,-102.22
1,92.969,-29.316,-102.28
1,93.571,-30.041,-102.51
1,94.013,-30.503,-102.59
1,94.515,-31.022,-102.67
1,95.011,-31.521,-102.74
1,95.508,-32.02,-102.81
1,96.004,-32.52,-102.87
1,96.581,-33.047,-102.88
1,96.952,-33.352,-102.85
1,97.839,-33.964,-102.62
1,98.29,-34.297,-102.54
1,98.742,-34.631,-102.45
1,99.584,-35.077,-102.07
1,100.38,-35.357,-101.53
1,101.18,-35.637,-101
1,101.98,-35.918,-100.46
1,92.204,-26.932,-101.76
1,92.248,-26.79,-101.9
1,92.343,-26.929,-101.96
1,92.793,-27.631,-102.33
1,93.258,-28.444,-102.82
1,93.577,-28.815,-102.92
1,94.093,-29.387,-103.06
1,94.59,-29.886,-103.12
1,95.108,-30.393,-103.18
1,95.568,-30.83,-103.21
1,96.232,-31.437,-103.22
1,96.533,-31.727,-103.25
1,97.359,-32.483,-103.26
1,97.49,-32.594,-103.26
1,98.386,-33.237,-103.06
1,99.071,-33.734,-102.91
1,99.286,-33.897,-102.88
1,100.14,-34.4,-102.55
1,100.95,-34.72,-102.05
1,101.75,-35,-101.52
1,102.55,-35.281,-100.98
1,103.34,-35.561,-100.45
1,97.598,-32.38,-103.3
1,99.448,-33.591,-102.96
1,96.842,-31.117,-103.39
1,92.368,-25.345,-101.92
1,92.764,-26.134,-102.45
1,92.935,-26.372,-102.56
1,93.364,-26.994,-102.85
1,93.851,-27.814,-103.32
1,94.134,-28.124,-103.39
1,94.818,-28.804,-103.47
1,95.119,-29.093,-103.5
1,95.91,-29.837,-103.54
1,96.085,-29.995,-103.54
1,97.019,-30.779,-103.47
1,97.203,-30.941,-103.47
