1,116.32,-26.522,-105.83
1,117.28,-26.596,-106.11
1,118.26,-26.671,-106.31
1,119.28,-26.748,-106.3
1,119.83,-26.79,-106.12
1,120.28,-27.186,-106.22
1,117.13,-27.19,-106.6
1,118.11,-27.264,-106.8
1,116.14,-27.312,-106.39
1,119.07,-27.597,-107
1,113.4,-27.289,-104.81
1,113.38,-27.299,-104.81
1,113.4,-27.3,-104.82
1,114.27,-27.369,-105.5
1,115.18,-27.439,-106.06
1,115.64,-27.475,-106.29
1,116.1,-27.511,-106.53
1,117.05,-27.584,-106.86
1,118.03,-27.659,-107.06
1,119.04,-27.735,-107.1
1,119.25,-27.751,-107.04
1,120.13,-27.818,-106.71
1,120.97,-27.88,-106.37
1,121.24,-27.9,-106.28
1,121.2,-28.091,-106.42
1,115.13,-27.675,-106.19
1,119.98,-28.489,-107.2
1,122.13,-28.777,-106.62
1,114.11,-28.197,-105.99
1,112.28,-28.219,-104.92
1,113.2,-28.29,-105.42
1,113.88,-28.343,-105.94
1,114.08,-28.359,-106.09
1,114.99,-28.43,-106.58
1,115.93,-28.502,-106.98
1,116.89,-28.576,-107.24
1,117.89,-28.652,-107.34
1,118.89,-28.728,-107.43
1,119.92,-28.806,-107.38
1,120.31,-28.835,-107.27
1,121.01,-28.888,-107.03
1,122.08,-28.968,-106.77
1,122.36,-28.989,-106.67
1,123.19,-29.051,-106.33
1,113.08,-28.882,-105.78
1,120.89,-29.48,-107.4
1,116.77,-29.316,-107.57
1,123.03,-29.793,-106.82
1,115.79,-29.258,-107.37
1,111.19,-29.139,-104.89
1,112.1,-29.209,-105.45
1,112.43,-29.236,-105.66
1,113,-29.28,-106
1,113.92,-29.351,-106.47
1,114.84,-29.422,-106.95
1,115.41,-29.467,-107.29
1,115.75,-29.493,-107.5
1,116.72,-29.568,-107.7
1,117.24,-29.607,-107.67
1,117.75,-29.646,-107.64
1,118.77,-29.723,-107.64
1,119.78,-29.8,-107.68
1,120.81,-29.878,-107.61
1,121.3,-29.914,-107.49
1,121.89,-29.958,-107.33
1,122.98,-30.04,-106.96
1,123.19,-30.056,-106.86
1,124.13,-30.126,-106.32
1,117.71,-29.845,-107.77
1,112.04,-29.522,-105.58
1,114.76,-29.918,-107.16
1,118.66,-30.342,-107.97
1,121.78,-30.624,-107.59
1,110.2,-30.065,-104.38
1,111.05,-30.132,-105.21
1,111.36,-30.157,-105.45
1,111.94,-30.202,-105.84
1,112.87,-30.274,-106.27
1,113.79,-30.345,-106.75
1,114.23,-30.38,-107.06
1,114.68,-30.414,-107.37
1,115.6,-30.486,-107.85
1,116.55,-30.559,-108.16
1,117.54,-30.634,-108.33
1,118.57,-30.712,-108.25
1,119.17,-30.757,-108.08
1,119.64,-30.793,-107.99
1,120.68,-30.871,-107.88
1,121.73,-30.951,-107.72
1,121.96,-30.967,-107.63
1,122.85,-31.034,-107.23
1,123.42,-31.077,-106.92
1,124,-31.119,-106.6
1,124.79,-31.178,-106.18
1,119.57,-31.235,-108.17
1,117.41,-31.202,-108.74
1,113.7,-30.969,-106.96
1,125.04,-31.907,-106.24
1,116.42,-31.314,-108.54
1,109.75,-31.033,-104.11
1,110.1,-31.061,-104.51
1,110.97,-31.129,-105.24
1,111.19,-31.146,-105.43
1,111.85,-31.198,-105.91
1,112.76,-31.269,-106.42
1,113.42,-31.32,-106.91
1,113.64,-31.338,-107.09
1,114.55,-31.408,-107.65
1,115.46,-31.479,-108.13
1,116.03,-31.524,-108.47
1,116.37,-31.55,-108.67
1,117.32,-31.623,-109.01
1,118.34,-31.7,-108.94
1,118.35,-31.701,-108.93
1,119.47,-31.784,-108.44
1,119.9,-31.816,-108.24
1,120.57,-31.867,-108.03
1,121.63,-31.946,-107.85
1,122.07,-31.979,-107.67
1,122.76,-32.03,-107.3
1,123.42,-32.079,-106.93
1,123.9,-32.115,-106.7
1,125,-32.197,-106.33
1,125.15,-32.208,-106.26
1,118.35,-31.716,-108.94
1,109.21,-31.993,-103.5
1,109.67,-32.03,-104.1
1,110.02,-32.058,-104.5
1,110.89,-32.126,-105.24
1,111.11,-32.143,-105.42
1,111.77,-32.195,-105.91
1,112.67,-32.265,-106.49
1,113.1,-32.299,-106.85
1,113.54,-32.333,-107.22
1,114.45,-32.404,-107.74
1,115.35,-32.474,-108.3
1,115.41,-32.479,-108.35
1,116.24,-32.544,-108.92
1,117.2,-32.617,-109.23
1,118.22,-32.695,-109.21
1,118.66,-32.728,-109.02
1,119.35,-32.779,-108.65
1,120.04,-32.83,-108.28
1,120.48,-32.863,-108.1
1,121.55,-32.943,-107.85
1,122.02,-32.978,-107.67
1,122.67,-33.026,-107.37
1,123.57,-33.093,-106.97
1,123.79,-33.11,-106.88
1,124.88,-33.191,-106.55
1,125.36,-33.227,-106.32
1,123.73,-33.546,-107.01
1,110.83,-32.623,-105.37
1,109.09,-32.988,-103.71
1,109.35,-33.008,-104.05
1,109.91,-33.053,-104.68
1,110.58,-33.106,-105.32
1,110.76,-33.12,-105.5
1,111.68,-33.191,-106
1,112.6,-33.262,-106.49
1,113.13,-33.304,-106.87
1,113.48,-33.331,-107.13
1,114.4,-33.403,-107.61
1,115.31,-33.473,-108.15
1,115.57,-33.494,-108.4
1,116.18,-33.542,-108.87
1,117.13,-33.615,-109.17
1,118.18,-33.694,-109.04
1,118.34,-33.706,-108.97
1,119.32,-33.779,-108.44
1,119.74,-33.81,-108.24
1,120.42,-33.861,-108.03
1,121.46,-33.94,-107.92
1,122.21,-33.996,-107.72
1,122.55,-34.021,-107.61
1,123.65,-34.103,-107.19
1,123.92,-34.124,-107.06
1,124.78,-34.187,-106.65
1,125.33,-34.228,-106.32
1,118.18,-33.918,-108.94
1,119.32,-34.488,-108.16
1,108.99,-33.983,-103.85
1,109.12,-33.993,-104.01
1,109.83,-34.049,-104.72
1,110.65,-34.114,-105.35
1,110.71,-34.118,-105.4
